horodatage,tag,media,demi,seuil,filtre,nettoie,pics,n_pics_seuil,n_mots,n_nms,n_bords,n_centres_ecartes,n_plates,n_fenetres,D,K50,K50_frac,rang_eff,rang_eff_frac,cum3,cum6,cum10,gain6,cum6_nul,exces6,v1,v2,v3,v4,v5,v6,duree_s
2026-07-31T17:02:35,lesechos3j_d5_s5_noms_n0,lesechos3j,5,5,noms,0,_s3,8992,3316,7142,42,0,0,7100,11,4,0.4000,8.02,0.8019,0.5000,0.7641,1.0000,1.274,0.6397,1.194,0.203931,0.175420,0.120623,0.099128,0.090477,0.074572,1
2026-07-31T17:02:37,lesechos3j_d5_s5_noms_propres_n0,lesechos3j,5,5,noms_propres,0,_s3,1443,466,1146,8,0,0,1138,11,3,0.3000,7.23,0.7231,0.5476,0.7934,1.0000,1.322,0.6649,1.193,0.228147,0.202105,0.117308,0.098507,0.082476,0.064818,0
2026-07-31T17:02:39,lesechos3j_d5_s6_tous_n0,lesechos3j,5,6,tous,0,_s3,5834,2700,4704,34,0,0,4670,11,3,0.3000,7.62,0.7616,0.5249,0.7845,1.0000,1.308,0.6521,1.203,0.217946,0.183536,0.123467,0.102397,0.087238,0.069944,1
2026-07-31T17:02:41,lesechos3j_d5_s6_sans_verbes_n0,lesechos3j,5,6,sans_verbes,0,_s3,5583,2550,4506,31,0,0,4475,11,3,0.3000,7.58,0.7578,0.5281,0.7855,1.0000,1.309,0.6526,1.204,0.218269,0.185785,0.124067,0.101696,0.086969,0.068738,1
2026-07-31T17:02:43,lesechos3j_d5_s6_noms_n0,lesechos3j,5,6,noms,0,_s3,4969,2246,4008,29,0,0,3979,11,3,0.3000,7.53,0.7532,0.5301,0.7881,1.0000,1.313,0.6563,1.201,0.221211,0.185055,0.123809,0.101668,0.087002,0.069315,1
2026-07-31T17:02:45,lesechos3j_d5_s6_noms_propres_n0,lesechos3j,5,6,noms_propres,0,_s3,806,348,660,8,0,0,652,11,3,0.3000,6.47,0.6468,0.5940,0.8305,1.0000,1.384,0.6935,1.198,0.252791,0.223300,0.117952,0.100786,0.071707,0.063947,0
2026-07-31T17:02:48,lesechos3j_d10_s3_tous_n0,lesechos3j,10,3,tous,0,_s3,66880,9546,50182,388,0,0,49794,21,9,0.4500,18.51,0.9256,0.2377,0.4008,0.5895,1.336,0.3403,1.178,0.094665,0.079480,0.063512,0.057954,0.054769,0.050418,1
2026-07-31T17:02:50,lesechos3j_d10_s3_sans_verbes_n0,lesechos3j,10,3,sans_verbes,0,_s3,60516,7610,44622,331,0,0,44291,21,8,0.4000,18.33,0.9165,0.2436,0.4070,0.5945,1.357,0.3430,1.187,0.097594,0.081698,0.064289,0.058063,0.054943,0.050458,1
2026-07-31T17:02:52,lesechos3j_d10_s3_noms_n0,lesechos3j,10,3,noms,0,_s3,52378,6030,38240,273,0,0,37967,21,8,0.4000,18.19,0.9094,0.2479,0.4117,0.5986,1.372,0.3465,1.188,0.099882,0.083358,0.064612,0.058392,0.054983,0.050513,1
2026-07-31T17:02:54,lesechos3j_d10_s3_noms_propres_n0,lesechos3j,10,3,noms_propres,0,_s3,7263,637,4846,30,0,0,4816,21,7,0.3500,16.72,0.8359,0.2901,0.4576,0.6377,1.525,0.3854,1.187,0.118471,0.098048,0.073589,0.060917,0.056600,0.049956,0
2026-07-31T17:02:55,lesechos3j_d10_s4_tous_n0,lesechos3j,10,4,tous,0,_s3,23167,6500,17779,150,0,0,17629,21,7,0.3500,16.47,0.8236,0.2934,0.4603,0.6376,1.534,0.3825,1.203,0.127137,0.094911,0.071335,0.061699,0.056044,0.049172,1
2026-07-31T17:02:57,lesechos3j_d10_s4_sans_verbes_n0,lesechos3j,10,4,sans_verbes,0,_s3,21705,5677,16521,136,0,0,16385,21,7,0.3500,16.30,0.8150,0.2975,0.4649,0.6414,1.550,0.3857,1.205,0.129344,0.096463,0.071660,0.062133,0.056168,0.049134,1
2026-07-31T17:02:59,lesechos3j_d10_s4_noms_n0,lesechos3j,10,4,noms,0,_s3,19195,4784,14551,117,0,0,14434,21,7,0.3500,16.21,0.8104,0.3001,0.4680,0.6441,1.560,0.3877,1.207,0.130051,0.097799,0.072256,0.062543,0.056222,0.049123,1
2026-07-31T17:03:00,lesechos3j_d10_s4_noms_propres_n0,lesechos3j,10,4,noms_propres,0,_s3,2961,587,2128,18,0,0,2110,21,6,0.3000,14.19,0.7095,0.3478,0.5241,0.6927,1.747,0.4362,1.202,0.154081,0.115590,0.078153,0.067718,0.059840,0.048756,0
2026-07-31T17:03:02,lesechos3j_d10_s5_tous_n0,lesechos3j,10,5,tous,0,_s3,10659,4114,8251,63,0,0,8188,21,6,0.3000,14.21,0.7107,0.3474,0.5146,0.6833,1.715,0.4227,1.217,0.158904,0.111436,0.077036,0.064720,0.055699,0.046841,1
2026-07-31T17:03:04,lesechos3j_d10_s5_sans_verbes_n0,lesechos3j,10,5,sans_verbes,0,_s3,10127,3804,7814,58,0,0,7756,21,6,0.3000,14.09,0.7045,0.3505,0.5180,0.6852,1.727,0.4251,1.218,0.160357,0.112892,0.077259,0.065094,0.055760,0.046624,1
2026-07-31T17:03:06,lesechos3j_d10_s5_noms_n0,lesechos3j,10,5,noms,0,_s3,8992,3314,6924,49,0,0,6875,21,6,0.3000,14.02,0.7008,0.3528,0.5206,0.6875,1.735,0.4277,1.217,0.160722,0.114302,0.077822,0.065113,0.055924,0.046751,1
2026-07-31T17:03:07,lesechos3j_d10_s5_noms_propres_n0,lesechos3j,10,5,noms_propres,0,_s3,1443,466,1107,11,0,0,1096,21,5,0.2500,11.71,0.5856,0.4090,0.5825,0.7392,1.942,0.4782,1.218,0.192160,0.136039,0.080777,0.070955,0.054728,0.047839,0
2026-07-31T17:03:09,lesechos3j_d10_s6_tous_n0,lesechos3j,10,6,tous,0,_s3,5834,2696,4595,36,0,0,4559,21,5,0.2500,12.58,0.6291,0.3888,0.5595,0.7170,1.865,0.4543,1.232,0.179841,0.126308,0.082646,0.068819,0.056603,0.045313,1
2026-07-31T17:03:11,lesechos3j_d10_s6_sans_verbes_n0,lesechos3j,10,6,sans_verbes,0,_s3,5583,2547,4400,32,0,0,4368,21,5,0.2500,12.49,0.6247,0.3916,0.5625,0.7181,1.875,0.4558,1.234,0.180662,0.127563,0.083413,0.069175,0.056679,0.044975,1
2026-07-31T17:03:12,lesechos3j_d10_s6_noms_n0,lesechos3j,10,6,noms,0,_s3,4969,2244,3911,29,0,0,3882,21,5,0.2500,12.44,0.6219,0.3931,0.5644,0.7201,1.881,0.4561,1.238,0.181064,0.128491,0.083498,0.069506,0.057013,0.044855,1
2026-07-31T17:03:14,lesechos3j_d10_s6_noms_propres_n0,lesechos3j,10,6,noms_propres,0,_s3,806,347,643,9,0,0,634,21,4,0.2000,10.19,0.5094,0.4569,0.6289,0.7762,2.096,0.5087,1.236,0.209452,0.160752,0.086731,0.070870,0.059357,0.041756,0
2026-07-31T17:03:16,lesechos3j_d15_s3_tous_n0,lesechos3j,15,3,tous,0,_s3,66880,9543,48106,500,0,0,47606,31,12,0.4000,27.32,0.9105,0.1787,0.2982,0.4367,1.491,0.2547,1.171,0.075147,0.057643,0.045934,0.043146,0.039157,0.037186,1
2026-07-31T17:03:19,lesechos3j_d15_s3_sans_verbes_n0,lesechos3j,15,3,sans_verbes,0,_s3,60516,7607,42669,435,0,0,42234,31,12,0.4000,26.97,0.8990,0.1843,0.3048,0.4436,1.524,0.2591,1.177,0.078198,0.059407,0.046654,0.043724,0.039427,0.037394,1
2026-07-31T17:03:21,lesechos3j_d15_s3_noms_n0,lesechos3j,15,3,noms,0,_s3,52378,6028,36492,365,0,0,36127,31,12,0.4000,26.71,0.8903,0.1884,0.3096,0.4483,1.548,0.2620,1.182,0.080279,0.060924,0.047163,0.044237,0.039509,0.037505,1
2026-07-31T17:03:22,lesechos3j_d15_s3_noms_propres_n0,lesechos3j,15,3,noms_propres,0,_s3,7263,637,4585,41,0,0,4544,31,11,0.3667,24.36,0.8119,0.2231,0.3524,0.4929,1.762,0.2994,1.177,0.095926,0.072959,0.054184,0.047549,0.042308,0.039455,1
2026-07-31T17:03:24,lesechos3j_d15_s4_tous_n0,lesechos3j,15,4,tous,0,_s3,23167,6498,17371,191,0,0,17180,31,11,0.3667,23.69,0.7897,0.2306,0.3578,0.4926,1.789,0.2983,1.200,0.106574,0.070668,0.053379,0.047450,0.041675,0.038073,1
2026-07-31T17:03:26,lesechos3j_d15_s4_sans_verbes_n0,lesechos3j,15,4,sans_verbes,0,_s3,21705,5675,16126,176,0,0,15950,31,11,0.3667,23.37,0.7788,0.2348,0.3628,0.4978,1.814,0.3017,1.203,0.108975,0.072033,0.053745,0.048022,0.041910,0.038098,1
2026-07-31T17:03:28,lesechos3j_d15_s4_noms_n0,lesechos3j,15,4,noms,0,_s3,19195,4783,14190,155,0,0,14035,31,10,0.3333,23.22,0.7741,0.2371,0.3655,0.5006,1.827,0.3034,1.205,0.109508,0.073382,0.054211,0.048193,0.042010,0.038176,1
2026-07-31T17:03:29,lesechos3j_d15_s4_noms_propres_n0,lesechos3j,15,4,noms_propres,0,_s3,2961,587,2064,22,0,0,2042,31,9,0.3000,19.98,0.6659,0.2795,0.4204,0.5575,2.102,0.3516,1.196,0.130977,0.087524,0.061008,0.054349,0.045593,0.040945,0
2026-07-31T17:03:31,lesechos3j_d15_s5_tous_n0,lesechos3j,15,5,tous,0,_s3,10659,4111,8108,85,0,0,8023,31,9,0.3000,19.84,0.6613,0.2817,0.4148,0.5449,2.074,0.3385,1.225,0.137315,0.084697,0.059723,0.051131,0.043514,0.038420,1
2026-07-31T17:03:33,lesechos3j_d15_s5_sans_verbes_n0,lesechos3j,15,5,sans_verbes,0,_s3,10127,3801,7676,80,0,0,7596,31,9,0.3000,19.62,0.6540,0.2848,0.4181,0.5476,2.090,0.3406,1.227,0.139068,0.085868,0.059837,0.051447,0.043563,0.038291,1
2026-07-31T17:03:35,lesechos3j_d15_s5_noms_n0,lesechos3j,15,5,noms,0,_s3,8992,3312,6797,70,0,0,6727,31,9,0.3000,19.49,0.6498,0.2873,0.4207,0.5499,2.103,0.3432,1.226,0.139327,0.087642,0.060296,0.051281,0.043882,0.038267,1
2026-07-31T17:03:36,lesechos3j_d15_s5_noms_propres_n0,lesechos3j,15,5,noms_propres,0,_s3,1443,466,1083,13,0,0,1070,31,7,0.2333,16.03,0.5344,0.3357,0.4788,0.6077,2.394,0.3968,1.207,0.168599,0.102533,0.064588,0.056884,0.045762,0.040465,0
2026-07-31T17:03:37,lesechos3j_d15_s6_tous_n0,lesechos3j,15,6,tous,0,_s3,5834,2693,4533,51,0,0,4482,31,8,0.2667,17.15,0.5717,0.3204,0.4580,0.5848,2.290,0.3701,1.238,0.159834,0.096167,0.064434,0.054461,0.044411,0.038703,1
2026-07-31T17:03:39,lesechos3j_d15_s6_sans_verbes_n0,lesechos3j,15,6,sans_verbes,0,_s3,5583,2544,4340,47,0,0,4293,31,8,0.2667,17.02,0.5673,0.3228,0.4604,0.5868,2.302,0.3719,1.238,0.160825,0.097144,0.064874,0.054622,0.044617,0.038323,1
2026-07-31T17:03:41,lesechos3j_d15_s6_noms_n0,lesechos3j,15,6,noms,0,_s3,4969,2242,3855,43,0,0,3812,31,7,0.2333,16.92,0.5640,0.3248,0.4634,0.5887,2.317,0.3733,1.241,0.160880,0.098960,0.064996,0.054587,0.045127,0.038864,1
2026-07-31T17:03:42,lesechos3j_d15_s6_noms_propres_n0,lesechos3j,15,6,noms_propres,0,_s3,806,347,632,10,0,0,622,31,6,0.2000,13.65,0.4549,0.3798,0.5250,0.6541,2.625,0.4274,1.228,0.190150,0.119843,0.069808,0.057698,0.046182,0.041310,0
2026-07-31T17:03:44,lesechos3j_d25_s3_tous_n0,lesechos3j,25,3,tous,0,_s3,66880,9535,44945,758,0,0,44187,51,20,0.4000,44.29,0.8857,0.1301,0.2150,0.3084,1.792,0.1805,1.191,0.056548,0.038411,0.035091,0.030361,0.027882,0.026712,1
2026-07-31T17:03:46,lesechos3j_d25_s3_sans_verbes_n0,lesechos3j,25,3,sans_verbes,0,_s3,60516,7602,39705,673,0,0,39032,51,20,0.4000,43.57,0.8714,0.1347,0.2213,0.3153,1.844,0.1848,1.198,0.059484,0.039823,0.035348,0.031197,0.028271,0.027143,1
2026-07-31T17:03:48,lesechos3j_d25_s3_noms_n0,lesechos3j,25,3,noms,0,_s3,52378,6027,33862,567,0,0,33295,51,20,0.4000,43.10,0.8620,0.1377,0.2253,0.3196,1.877,0.1872,1.203,0.061226,0.040837,0.035650,0.031716,0.028557,0.027271,1
2026-07-31T17:03:50,lesechos3j_d25_s3_noms_propres_n0,lesechos3j,25,3,noms_propres,0,_s3,7263,637,4216,62,0,0,4154,51,17,0.3400,38.57,0.7715,0.1648,0.2639,0.3632,2.199,0.2218,1.190,0.075057,0.049806,0.039913,0.037062,0.031704,0.030345,1
2026-07-31T17:03:52,lesechos3j_d25_s4_tous_n0,lesechos3j,25,4,tous,0,_s3,23167,6486,16721,287,0,0,16434,51,18,0.3600,37.54,0.7507,0.1711,0.2649,0.3619,2.207,0.2186,1.212,0.084550,0.048469,0.038070,0.035309,0.029720,0.028745,1
2026-07-31T17:03:54,lesechos3j_d25_s4_sans_verbes_n0,lesechos3j,25,4,sans_verbes,0,_s3,21705,5668,15495,266,0,0,15229,51,17,0.3400,36.90,0.7380,0.1747,0.2695,0.3672,2.246,0.2223,1.212,0.086819,0.049584,0.038312,0.035914,0.029904,0.028991,1
2026-07-31T17:03:56,lesechos3j_d25_s4_noms_n0,lesechos3j,25,4,noms,0,_s3,19195,4777,13616,234,0,0,13382,51,17,0.3400,36.70,0.7339,0.1762,0.2717,0.3695,2.264,0.2232,1.217,0.087146,0.050514,0.038543,0.036132,0.030295,0.029083,1
2026-07-31T17:03:57,lesechos3j_d25_s4_noms_propres_n0,lesechos3j,25,4,noms_propres,0,_s3,2961,587,1967,31,0,0,1936,51,14,0.2800,30.49,0.6098,0.2154,0.3225,0.4268,2.687,0.2689,1.199,0.107332,0.061558,0.046546,0.041177,0.033295,0.032565,0
2026-07-31T17:03:59,lesechos3j_d25_s5_tous_n0,lesechos3j,25,5,tous,0,_s3,10659,4100,7921,125,0,0,7796,51,15,0.3000,30.67,0.6134,0.2144,0.3149,0.4125,2.624,0.2555,1.233,0.111771,0.059289,0.043338,0.039142,0.031107,0.030279,1
2026-07-31T17:04:01,lesechos3j_d25_s5_sans_verbes_n0,lesechos3j,25,5,sans_verbes,0,_s3,10127,3791,7493,119,0,0,7374,51,15,0.3000,30.24,0.6048,0.2172,0.3183,0.4159,2.653,0.2581,1.233,0.113528,0.060263,0.043394,0.039409,0.031259,0.030480,1
2026-07-31T17:04:03,lesechos3j_d25_s5_noms_n0,lesechos3j,25,5,noms,0,_s3,8992,3302,6633,107,0,0,6526,51,15,0.3000,30.15,0.6029,0.2183,0.3203,0.4182,2.669,0.2591,1.236,0.113203,0.061327,0.043815,0.039516,0.031659,0.030784,1
2026-07-31T17:04:04,lesechos3j_d25_s5_noms_propres_n0,lesechos3j,25,5,noms_propres,0,_s3,1443,465,1043,17,0,0,1026,51,11,0.2200,23.69,0.4737,0.2670,0.3785,0.4825,3.155,0.3102,1.220,0.140360,0.073107,0.053518,0.044322,0.034021,0.033218,0
2026-07-31T17:04:06,lesechos3j_d25_s6_tous_n0,lesechos3j,25,6,tous,0,_s3,5834,2683,4450,70,0,0,4380,51,13,0.2600,25.65,0.5130,0.2499,0.3558,0.4550,2.965,0.2860,1.244,0.134326,0.068466,0.047153,0.041837,0.032509,0.031489,1
2026-07-31T17:04:08,lesechos3j_d25_s6_sans_verbes_n0,lesechos3j,25,6,sans_verbes,0,_s3,5583,2535,4258,65,0,0,4193,51,13,0.2600,25.40,0.5079,0.2519,0.3583,0.4578,2.986,0.2880,1.244,0.135422,0.069127,0.047389,0.042026,0.032772,0.031535,1
2026-07-31T17:04:10,lesechos3j_d25_s6_noms_n0,lesechos3j,25,6,noms,0,_s3,4969,2233,3781,61,0,0,3720,51,13,0.2600,25.39,0.5079,0.2526,0.3595,0.4594,2.996,0.2887,1.245,0.134590,0.070349,0.047674,0.041987,0.033182,0.031739,1
2026-07-31T17:04:11,lesechos3j_d25_s6_noms_propres_n0,lesechos3j,25,6,noms_propres,0,_s3,806,347,612,11,0,0,601,51,9,0.1800,19.24,0.3848,0.3098,0.4257,0.5346,3.548,0.3480,1.223,0.164950,0.086837,0.057979,0.045259,0.037073,0.033616,0
2026-07-31T17:04:14,lesechos3j_d50_s3_tous_n0,lesechos3j,50,3,tous,0,_s3,66880,9517,39302,1343,0,0,37959,101,40,0.4000,84.74,0.8474,0.0913,0.1422,0.1966,2.370,0.1150,1.236,0.037986,0.030336,0.022958,0.018512,0.016856,0.015546,1
2026-07-31T17:04:16,lesechos3j_d50_s3_sans_verbes_n0,lesechos3j,50,3,sans_verbes,0,_s3,60516,7591,34442,1202,0,0,33240,101,39,0.3900,83.01,0.8301,0.0952,0.1477,0.2031,2.462,0.1186,1.245,0.040340,0.030834,0.024042,0.019133,0.017369,0.015982,1
2026-07-31T17:04:19,lesechos3j_d50_s3_noms_n0,lesechos3j,50,3,noms,0,_s3,52378,6019,29259,1020,0,0,28239,101,39,0.3900,81.87,0.8187,0.0976,0.1512,0.2073,2.520,0.1207,1.253,0.041798,0.030992,0.024851,0.019553,0.017774,0.016255,1
2026-07-31T17:04:20,lesechos3j_d50_s3_noms_propres_n0,lesechos3j,50,3,noms_propres,0,_s3,7263,637,3620,98,0,0,3522,101,33,0.3300,70.24,0.7024,0.1203,0.1857,0.2480,3.096,0.1512,1.229,0.054321,0.034327,0.031648,0.026200,0.020526,0.018708,1
2026-07-31T17:04:22,lesechos3j_d50_s4_tous_n0,lesechos3j,50,4,tous,0,_s3,23167,6453,15430,548,0,0,14882,101,35,0.3500,70.88,0.7088,0.1203,0.1812,0.2403,3.019,0.1441,1.257,0.059061,0.031639,0.029579,0.022781,0.019983,0.018112,1
2026-07-31T17:04:24,lesechos3j_d50_s4_sans_verbes_n0,lesechos3j,50,4,sans_verbes,0,_s3,21705,5636,14255,509,0,0,13746,101,35,0.3500,69.42,0.6942,0.1233,0.1853,0.2453,3.088,0.1471,1.259,0.060981,0.031916,0.030444,0.023140,0.020422,0.018356,1
2026-07-31T17:04:26,lesechos3j_d50_s4_noms_n0,lesechos3j,50,4,noms,0,_s3,19195,4752,12503,446,0,0,12057,101,34,0.3400,68.78,0.6878,0.1247,0.1873,0.2479,3.122,0.1481,1.265,0.061555,0.032092,0.031035,0.023416,0.020708,0.018498,1
2026-07-31T17:04:28,lesechos3j_d50_s4_noms_propres_n0,lesechos3j,50,4,noms_propres,0,_s3,2961,586,1809,50,0,0,1759,101,27,0.2700,55.23,0.5523,0.1514,0.2281,0.2971,3.801,0.1843,1.237,0.077698,0.040006,0.033667,0.031630,0.024302,0.020769,1
2026-07-31T17:04:30,lesechos3j_d50_s5_tous_n0,lesechos3j,50,5,tous,0,_s3,10659,4045,7460,277,0,0,7183,101,31,0.3100,57.08,0.5708,0.1491,0.2184,0.2817,3.641,0.1735,1.259,0.080641,0.036662,0.031804,0.026517,0.022819,0.019993,1
2026-07-31T17:04:31,lesechos3j_d50_s5_sans_verbes_n0,lesechos3j,50,5,sans_verbes,0,_s3,10127,3739,7049,263,0,0,6786,101,30,0.3000,56.13,0.5613,0.1514,0.2215,0.2852,3.692,0.1754,1.263,0.082090,0.037397,0.031903,0.026822,0.023098,0.020190,1
2026-07-31T17:04:33,lesechos3j_d50_s5_noms_n0,lesechos3j,50,5,noms,0,_s3,8992,3260,6235,231,0,0,6004,101,30,0.3000,55.63,0.5563,0.1525,0.2237,0.2879,3.728,0.1768,1.265,0.082479,0.038043,0.032000,0.027174,0.023441,0.020523,1
2026-07-31T17:04:35,lesechos3j_d50_s5_noms_propres_n0,lesechos3j,50,5,noms_propres,0,_s3,1443,462,989,27,0,0,962,101,22,0.2200,42.16,0.4216,0.1904,0.2734,0.3460,4.557,0.2190,1.248,0.102409,0.049023,0.038990,0.033538,0.026835,0.022645,1
2026-07-31T17:04:37,lesechos3j_d50_s6_tous_n0,lesechos3j,50,6,tous,0,_s3,5834,2647,4254,169,0,0,4085,101,27,0.2700,46.47,0.4647,0.1755,0.2510,0.3183,4.184,0.1989,1.262,0.099825,0.043068,0.032634,0.029947,0.024104,0.021459,1
2026-07-31T17:04:38,lesechos3j_d50_s6_sans_verbes_n0,lesechos3j,50,6,sans_verbes,0,_s3,5583,2502,4065,158,0,0,3907,101,26,0.2600,45.91,0.4591,0.1768,0.2534,0.3211,4.224,0.2004,1.265,0.100796,0.043476,0.032576,0.030317,0.024516,0.021744,1
2026-07-31T17:04:40,lesechos3j_d50_s6_noms_n0,lesechos3j,50,6,noms,0,_s3,4969,2206,3608,141,0,0,3467,101,26,0.2600,45.53,0.4553,0.1782,0.2554,0.3238,4.257,0.2011,1.270,0.101068,0.044225,0.032931,0.030557,0.024585,0.022038,1
2026-07-31T17:04:41,lesechos3j_d50_s6_noms_propres_n0,lesechos3j,50,6,noms_propres,0,_s3,806,346,585,17,0,0,568,101,17,0.1700,32.24,0.3224,0.2304,0.3178,0.3958,5.296,0.2514,1.264,0.126656,0.060309,0.043430,0.035638,0.028060,0.023697,0
2026-07-31T17:04:44,lesechos7j_d5_s3_tous_n0,lesechos7j,5,3,tous,0,_s3,33762,8075,24910,276,0,0,24634,11,4,0.4000,8.83,0.8829,0.4444,0.7177,1.0000,1.196,0.6149,1.167,0.172928,0.153171,0.118299,0.095858,0.092734,0.084662,2
2026-07-31T17:04:46,lesechos7j_d5_s3_sans_verbes_n0,lesechos7j,5,3,sans_verbes,0,_s3,30763,6691,22348,240,0,0,22108,11,4,0.4000,8.77,0.8767,0.4499,0.7211,1.0000,1.202,0.6163,1.170,0.175362,0.155934,0.118571,0.095158,0.092403,0.083718,1
2026-07-31T17:04:47,lesechos7j_d5_s3_noms_n0,lesechos7j,5,3,noms,0,_s3,26670,5417,19223,191,0,0,19032,11,4,0.4000,8.72,0.8723,0.4539,0.7240,1.0000,1.207,0.6158,1.176,0.177125,0.157568,0.119169,0.095014,0.091873,0.083228,1
2026-07-31T17:04:49,lesechos7j_d5_s3_noms_propres_n0,lesechos7j,5,3,noms_propres,0,_s3,3860,609,2637,24,0,0,2613,11,4,0.4000,8.37,0.8372,0.4817,0.7484,1.0000,1.247,0.6445,1.161,0.185058,0.170575,0.126107,0.097956,0.089064,0.079655,0
2026-07-31T17:04:50,lesechos7j_d5_s4_tous_n0,lesechos7j,5,4,tous,0,_s3,12297,4602,9145,125,0,0,9020,11,3,0.3000,7.94,0.7939,0.5080,0.7582,1.0000,1.264,0.6321,1.200,0.207741,0.178782,0.121446,0.090449,0.085982,0.073803,0
2026-07-31T17:04:51,lesechos7j_d5_s4_sans_verbes_n0,lesechos7j,5,4,sans_verbes,0,_s3,11594,4169,8572,117,0,0,8455,11,3,0.3000,7.91,0.7906,0.5104,0.7600,1.0000,1.267,0.6343,1.198,0.208451,0.180323,0.121639,0.089813,0.085832,0.073973,0
2026-07-31T17:04:53,lesechos7j_d5_s4_noms_n0,lesechos7j,5,4,noms,0,_s3,10215,3582,7541,100,0,0,7441,11,3,0.3000,7.88,0.7883,0.5124,0.7613,1.0000,1.269,0.6341,1.201,0.208163,0.182173,0.122055,0.089681,0.085929,0.073261,0
2026-07-31T17:04:54,lesechos7j_d5_s4_noms_propres_n0,lesechos7j,5,4,noms_propres,0,_s3,1690,494,1213,18,0,0,1195,11,3,0.3000,7.41,0.7407,0.5488,0.7869,1.0000,1.311,0.6584,1.195,0.214688,0.201212,0.132866,0.091816,0.079410,0.066895,0
2026-07-31T17:04:55,lesechos7j_d5_s5_tous_n0,lesechos7j,5,5,tous,0,_s3,6015,2769,4492,57,0,0,4435,11,3,0.3000,7.15,0.7152,0.5584,0.7894,1.0000,1.316,0.6458,1.222,0.235287,0.199673,0.123401,0.084278,0.080479,0.066327,0
2026-07-31T17:04:57,lesechos7j_d5_s5_sans_verbes_n0,lesechos7j,5,5,sans_verbes,0,_s3,5729,2591,4276,54,0,0,4222,11,3,0.3000,7.13,0.7132,0.5602,0.7909,1.0000,1.318,0.6460,1.224,0.235251,0.200708,0.124211,0.084396,0.080263,0.066114,0
2026-07-31T17:04:58,lesechos7j_d5_s5_noms_n0,lesechos7j,5,5,noms,0,_s3,5073,2273,3783,47,0,0,3736,11,3,0.3000,7.16,0.7162,0.5592,0.7906,1.0000,1.318,0.6476,1.221,0.232606,0.201099,0.125464,0.085240,0.080710,0.065470,0
2026-07-31T17:05:00,lesechos7j_d5_s5_noms_propres_n0,lesechos7j,5,5,noms_propres,0,_s3,842,359,641,10,0,0,631,11,3,0.3000,6.48,0.6480,0.6095,0.8178,1.0000,1.363,0.6839,1.196,0.246983,0.227996,0.134525,0.083160,0.067145,0.057946,0
2026-07-31T17:05:01,lesechos7j_d5_s6_tous_n0,lesechos7j,5,6,tous,0,_s3,3321,1756,2497,33,0,0,2464,11,3,0.3000,6.52,0.6520,0.5999,0.8178,1.0000,1.363,0.6593,1.240,0.260702,0.210067,0.129123,0.080787,0.078231,0.058852,0
2026-07-31T17:05:03,lesechos7j_d5_s6_sans_verbes_n0,lesechos7j,5,6,sans_verbes,0,_s3,3170,1667,2387,31,0,0,2356,11,3,0.3000,6.50,0.6504,0.6019,0.8188,1.0000,1.365,0.6571,1.246,0.259989,0.211663,0.130276,0.081063,0.077844,0.057952,0
2026-07-31T17:05:04,lesechos7j_d5_s6_noms_n0,lesechos7j,5,6,noms,0,_s3,2807,1478,2120,27,0,0,2093,11,3,0.3000,6.50,0.6505,0.6033,0.8209,1.0000,1.368,0.6605,1.243,0.257843,0.212887,0.132531,0.082868,0.077516,0.057263,0
2026-07-31T17:05:05,lesechos7j_d5_s6_noms_propres_n0,lesechos7j,5,6,noms_propres,0,_s3,470,245,378,8,0,0,370,11,2,0.2000,5.73,0.5728,0.6608,0.8549,1.0000,1.425,0.7164,1.193,0.284528,0.235314,0.141007,0.074929,0.068361,0.050718,0
2026-07-31T17:05:08,lesechos7j_d10_s3_tous_n0,lesechos7j,10,3,tous,0,_s3,33762,8060,23390,446,0,0,22944,21,8,0.4000,17.40,0.8700,0.2727,0.4368,0.6176,1.456,0.3590,1.217,0.109744,0.092963,0.069956,0.059054,0.055764,0.049277,1
2026-07-31T17:05:10,lesechos7j_d10_s3_sans_verbes_n0,lesechos7j,10,3,sans_verbes,0,_s3,30763,6680,20903,391,0,0,20512,21,8,0.4000,17.20,0.8598,0.2783,0.4425,0.6222,1.475,0.3616,1.224,0.112238,0.095517,0.070547,0.059453,0.055759,0.048951,1
2026-07-31T17:05:11,lesechos7j_d10_s3_noms_n0,lesechos7j,10,3,noms,0,_s3,26670,5412,17939,327,0,0,17612,21,8,0.4000,17.07,0.8535,0.2818,0.4464,0.6255,1.488,0.3634,1.228,0.113641,0.096802,0.071321,0.059980,0.055858,0.048811,1
2026-07-31T17:05:12,lesechos7j_d10_s3_noms_propres_n0,lesechos7j,10,3,noms_propres,0,_s3,3860,609,2434,35,0,0,2399,21,7,0.3500,16.12,0.8059,0.3083,0.4768,0.6577,1.589,0.3924,1.215,0.119437,0.108574,0.080331,0.061597,0.055356,0.051487,0
2026-07-31T17:05:14,lesechos7j_d10_s4_tous_n0,lesechos7j,10,4,tous,0,_s3,12297,4584,8821,188,0,0,8633,21,6,0.3000,14.66,0.7331,0.3419,0.5054,0.6735,1.685,0.3985,1.268,0.147612,0.116034,0.078266,0.060949,0.055670,0.046820,1
